"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Cumberland County, TN"	"47035"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	912	58594	1556.47	0.02%
	"Davidson County, TN"	"47037"	"Female"	"F"	"Drug-induced causes"	"D"	183	718102	25.48	0.00%
	"Davidson County, TN"	"47037"	"Female"	"F"	"Alcohol-induced causes"	"A"	57	718102	7.94	0.00%
	"Davidson County, TN"	"47037"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	5014	718102	698.23	0.09%
	"Davidson County, TN"	"47037"	"Male"	"M"	"Drug-induced causes"	"D"	407	668629	60.87	0.01%
	"Davidson County, TN"	"47037"	"Male"	"M"	"Alcohol-induced causes"	"A"	143	668629	21.39	0.00%
	"Davidson County, TN"	"47037"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	5238	668629	783.39	0.09%
	"Decatur County, TN"	"47039"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	162	11907	1360.54	0.00%
	"Decatur County, TN"	"47039"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	172	11462	1500.61	0.00%
	"DeKalb County, TN"	"47041"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	232	20359	1139.55	0.00%
	"DeKalb County, TN"	"47041"	"Male"	"M"	"Drug-induced causes"	"D"	11	20269	Unreliable	0.00%
	"DeKalb County, TN"	"47041"	"Male"	"M"	"Alcohol-induced causes"	"A"	10	20269	Unreliable	0.00%
	"DeKalb County, TN"	"47041"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	256	20269	1263.01	0.00%
	"Dickson County, TN"	"47043"	"Female"	"F"	"Drug-induced causes"	"D"	23	54665	42.07	0.00%
	"Dickson County, TN"	"47043"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	544	54665	995.15	0.01%
	"Dickson County, TN"	"47043"	"Male"	"M"	"Drug-induced causes"	"D"	20	52729	37.93	0.00%
	"Dickson County, TN"	"47043"	"Male"	"M"	"Alcohol-induced causes"	"A"	18	52729	Unreliable	0.00%
	"Dickson County, TN"	"47043"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	594	52729	1126.51	0.01%
	"Dyer County, TN"	"47045"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	478	38565	1239.47	0.01%
	"Dyer County, TN"	"47045"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	497	35914	1383.86	0.01%
	"Fayette County, TN"	"47047"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	400	41434	965.39	0.01%
	"Fayette County, TN"	"47047"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	446	40206	1109.29	0.01%
	"Fentress County, TN"	"47049"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	231	18742	1232.53	0.00%
	"Fentress County, TN"	"47049"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	273	17998	1516.84	0.00%
	"Franklin County, TN"	"47051"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	464	42947	1080.40	0.01%
	"Franklin County, TN"	"47051"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	515	41151	1251.49	0.01%
	"Gibson County, TN"	"47053"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	646	51012	1266.37	0.01%
	"Gibson County, TN"	"47053"	"Male"	"M"	"Drug-induced causes"	"D"	17	47166	Unreliable	0.00%
	"Gibson County, TN"	"47053"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	673	47166	1426.88	0.01%
	"Giles County, TN"	"47055"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	398	30336	1311.97	0.01%
	"Giles County, TN"	"47055"	"Male"	"M"	"Alcohol-induced causes"	"A"	10	28631	Unreliable	0.00%
	"Giles County, TN"	"47055"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	403	28631	1407.57	0.01%
	"Grainger County, TN"	"47057"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	285	23074	1235.16	0.01%
	"Grainger County, TN"	"47057"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	311	23391	1329.57	0.01%
	"Greene County, TN"	"47059"	"Female"	"F"	"Drug-induced causes"	"D"	24	70212	34.18	0.00%
	"Greene County, TN"	"47059"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	965	70212	1374.41	0.02%
	"Greene County, TN"	"47059"	"Male"	"M"	"Drug-induced causes"	"D"	24	67944	35.32	0.00%
	"Greene County, TN"	"47059"	"Male"	"M"	"Alcohol-induced causes"	"A"	19	67944	Unreliable	0.00%
	"Greene County, TN"	"47059"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	954	67944	1404.10	0.02%
	"Grundy County, TN"	"47061"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	177	13505	1310.63	0.00%
	"Grundy County, TN"	"47061"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	199	13268	1499.85	0.00%
	"Hamblen County, TN"	"47063"	"Female"	"F"	"Drug-induced causes"	"D"	18	66216	Unreliable	0.00%
	"Hamblen County, TN"	"47063"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	762	66216	1150.78	0.01%
	"Hamblen County, TN"	"47063"	"Male"	"M"	"Drug-induced causes"	"D"	18	63287	Unreliable	0.00%
	"Hamblen County, TN"	"47063"	"Male"	"M"	"Alcohol-induced causes"	"A"	19	63287	Unreliable	0.00%
	"Hamblen County, TN"	"47063"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	766	63287	1210.36	0.01%
	"Hamilton County, TN"	"47065"	"Female"	"F"	"Drug-induced causes"	"D"	55	378658	14.52	0.00%
	"Hamilton County, TN"	"47065"	"Female"	"F"	"Alcohol-induced causes"	"A"	36	378658	9.51	0.00%
	"Hamilton County, TN"	"47065"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	3688	378658	973.97	0.06%
	"Hamilton County, TN"	"47065"	"Male"	"M"	"Drug-induced causes"	"D"	112	353432	31.69	0.00%
	"Hamilton County, TN"	"47065"	"Male"	"M"	"Alcohol-induced causes"	"A"	79	353432	22.35	0.00%
	"Hamilton County, TN"	"47065"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	3658	353432	1034.99	0.06%
	"Hancock County, TN"	"47067"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	82	6682	1227.18	0.00%
	"Hancock County, TN"	"47067"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	106	6487	1634.04	0.00%
	"Hardeman County, TN"	"47069"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	280	22695	1233.75	0.00%
	"Hardeman County, TN"	"47069"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	316	27575	1145.97	0.01%
	"Hardin County, TN"	"47071"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	376	26379	1425.38	0.01%
	"Hardin County, TN"	"47071"	"Male"	"M"	"Drug-induced causes"	"D"	10	25049	Unreliable	0.00%
	"Hardin County, TN"	"47071"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	402	25049	1604.85	0.01%
	"Hawkins County, TN"	"47073"	"Female"	"F"	"Drug-induced causes"	"D"	14	57641	Unreliable	0.00%
	"Hawkins County, TN"	"47073"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	748	57641	1297.69	0.01%
	"Hawkins County, TN"	"47073"	"Male"	"M"	"Drug-induced causes"	"D"	14	55675	Unreliable	0.00%
	"Hawkins County, TN"	"47073"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	773	55675	1388.41	0.01%
	"Haywood County, TN"	"47075"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	229	18455	1240.86	0.00%
	"Haywood County, TN"	"47075"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	217	16184	1340.83	0.00%
	"Henderson County, TN"	"47077"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	329	28673	1147.42	0.01%
	"Henderson County, TN"	"47077"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	342	27291	1253.16	0.01%
	"Henry County, TN"	"47079"	"Female"	"F"	"Drug-induced causes"	"D"	10	33316	Unreliable	0.00%
	"Henry County, TN"	"47079"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	463	33316	1389.72	0.01%
	"Henry County, TN"	"47079"	"Male"	"M"	"Drug-induced causes"	"D"	16	31387	Unreliable	0.00%
	"Henry County, TN"	"47079"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	486	31387	1548.41	0.01%
	"Hickman County, TN"	"47081"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	252	23846	1056.78	0.00%
	"Hickman County, TN"	"47081"	"Male"	"M"	"Drug-induced causes"	"D"	16	26395	Unreliable	0.00%
	"Hickman County, TN"	"47081"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	320	26395	1212.35	0.01%
	"Houston County, TN"	"47083"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	108	8367	1290.79	0.00%
	"Houston County, TN"	"47083"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	129	8097	1593.18	0.00%
	"Humphreys County, TN"	"47085"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	234	18600	1258.06	0.00%
	"Humphreys County, TN"	"47085"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	273	18468	1478.23	0.00%
	"Jackson County, TN"	"47087"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	151	11803	1279.34	0.00%
	"Jackson County, TN"	"47087"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	174	11741	1481.99	0.00%
	"Jefferson County, TN"	"47089"	"Female"	"F"	"Drug-induced causes"	"D"	16	55076	Unreliable	0.00%
	"Jefferson County, TN"	"47089"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	612	55076	1111.19	0.01%
	"Jefferson County, TN"	"47089"	"Male"	"M"	"Drug-induced causes"	"D"	18	53431	Unreliable	0.00%
	"Jefferson County, TN"	"47089"	"Male"	"M"	"Alcohol-induced causes"	"A"	17	53431	Unreliable	0.00%
	"Jefferson County, TN"	"47089"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	640	53431	1197.81	0.01%
	"Johnson County, TN"	"47091"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	237	16449	1440.82	0.00%
	"Johnson County, TN"	"47091"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	292	19117	1527.44	0.01%
	"Knox County, TN"	"47093"	"Female"	"F"	"Drug-induced causes"	"D"	197	480871	40.97	0.00%
	"Knox County, TN"	"47093"	"Female"	"F"	"Alcohol-induced causes"	"A"	45	480871	9.36	0.00%
	"Knox County, TN"	"47093"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	4380	480871	910.85	0.08%
	"Knox County, TN"	"47093"	"Male"	"M"	"Drug-induced causes"	"D"	316	454731	69.49	0.01%
	"Knox County, TN"	"47093"	"Male"	"M"	"Alcohol-induced causes"	"A"	121	454731	26.61	0.00%
	"Knox County, TN"	"47093"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	4447	454731	977.94	0.08%
	"Lake County, TN"	"47095"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	92	5255	1750.71	0.00%
	"Lake County, TN"	"47095"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	97	9172	1057.57	0.00%
	"Lauderdale County, TN"	"47097"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	284	24854	1142.67	0.00%
	"Lauderdale County, TN"	"47097"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	303	26604	1138.93	0.01%
	"Lawrence County, TN"	"47099"	"Female"	"F"	"Drug-induced causes"	"D"	10	44621	Unreliable	0.00%
	"Lawrence County, TN"	"47099"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	544	44621	1219.16	0.01%
	"Lawrence County, TN"	"47099"	"Male"	"M"	"Drug-induced causes"	"D"	15	43255	Unreliable	0.00%
	"Lawrence County, TN"	"47099"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	582	43255	1345.51	0.01%
	"Lewis County, TN"	"47101"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	158	12456	1268.46	0.00%
	"Lewis County, TN"	"47101"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	178	11898	1496.05	0.00%
	"Lincoln County, TN"	"47103"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	434	34909	1243.23	0.01%
	"Lincoln County, TN"	"47103"	"Male"	"M"	"Drug-induced causes"	"D"	10	33574	Unreliable	0.00%
	"Lincoln County, TN"	"47103"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	470	33574	1399.89	0.01%
	"Loudon County, TN"	"47105"	"Female"	"F"	"Drug-induced causes"	"D"	12	54369	Unreliable	0.00%
	"Loudon County, TN"	"47105"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	632	54369	1162.43	0.01%
	"Loudon County, TN"	"47105"	"Male"	"M"	"Drug-induced causes"	"D"	25	52753	47.39	0.00%
	"Loudon County, TN"	"47105"	"Male"	"M"	"Alcohol-induced causes"	"A"	12	52753	Unreliable	0.00%
	"Loudon County, TN"	"47105"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	664	52753	1258.70	0.01%
	"McMinn County, TN"	"47107"	"Female"	"F"	"Drug-induced causes"	"D"	11	54910	Unreliable	0.00%
	"McMinn County, TN"	"47107"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	673	54910	1225.64	0.01%
	"McMinn County, TN"	"47107"	"Male"	"M"	"Drug-induced causes"	"D"	16	52169	Unreliable	0.00%
	"McMinn County, TN"	"47107"	"Male"	"M"	"Alcohol-induced causes"	"A"	15	52169	Unreliable	0.00%
	"McMinn County, TN"	"47107"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	718	52169	1376.30	0.01%
	"McNairy County, TN"	"47109"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	373	26247	1421.11	0.01%
	"McNairy County, TN"	"47109"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	400	25279	1582.34	0.01%
	"Macon County, TN"	"47111"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	227	24977	908.84	0.00%
	"Macon County, TN"	"47111"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	315	23890	1318.54	0.01%
	"Madison County, TN"	"47113"	"Female"	"F"	"Drug-induced causes"	"D"	11	102949	Unreliable	0.00%
	"Madison County, TN"	"47113"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	988	102949	959.70	0.02%
	"Madison County, TN"	"47113"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1047	92640	1130.18	0.02%
	"Marion County, TN"	"47115"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	332	29364	1130.64	0.01%
	"Marion County, TN"	"47115"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	375	28118	1333.67	0.01%
	"Marshall County, TN"	"47117"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	363	34730	1045.21	0.01%
	"Marshall County, TN"	"47117"	"Male"	"M"	"Drug-induced causes"	"D"	11	33328	Unreliable	0.00%
	"Marshall County, TN"	"47117"	"Male"	"M"	"Alcohol-induced causes"	"A"	14	33328	Unreliable	0.00%
	"Marshall County, TN"	"47117"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	355	33328	1065.17	0.01%
	"Maury County, TN"	"47119"	"Female"	"F"	"Drug-induced causes"	"D"	22	98658	22.30	0.00%
	"Maury County, TN"	"47119"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	963	98658	976.10	0.02%
	"Maury County, TN"	"47119"	"Male"	"M"	"Drug-induced causes"	"D"	31	92069	33.67	0.00%
	"Maury County, TN"	"47119"	"Male"	"M"	"Alcohol-induced causes"	"A"	14	92069	Unreliable	0.00%
	"Maury County, TN"	"47119"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	945	92069	1026.40	0.02%
	"Meigs County, TN"	"47121"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	159	12461	1275.98	0.00%
	"Meigs County, TN"	"47121"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	196	12267	1597.78	0.00%
	"Monroe County, TN"	"47123"	"Female"	"F"	"Drug-induced causes"	"D"	10	46628	Unreliable	0.00%
	"Monroe County, TN"	"47123"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	592	46628	1269.62	0.01%
	"Monroe County, TN"	"47123"	"Male"	"M"	"Drug-induced causes"	"D"	27	46274	58.35	0.00%
	"Monroe County, TN"	"47123"	"Male"	"M"	"Alcohol-induced causes"	"A"	15	46274	Unreliable	0.00%
	"Monroe County, TN"	"47123"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	623	46274	1346.33	0.01%
	"Montgomery County, TN"	"47125"	"Female"	"F"	"Drug-induced causes"	"D"	52	208395	24.95	0.00%
	"Montgomery County, TN"	"47125"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1332	208395	639.17	0.02%
	"Montgomery County, TN"	"47125"	"Male"	"M"	"Drug-induced causes"	"D"	84	206548	40.67	0.00%
	"Montgomery County, TN"	"47125"	"Male"	"M"	"Alcohol-induced causes"	"A"	29	206548	14.04	0.00%
	"Montgomery County, TN"	"47125"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1422	206548	688.46	0.02%
	"Moore County, TN"	"47127"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	61	6504	937.88	0.00%
	"Moore County, TN"	"47127"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	78	6395	1219.70	0.00%
	"Morgan County, TN"	"47129"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	241	19479	1237.23	0.00%
	"Morgan County, TN"	"47129"	"Male"	"M"	"Drug-induced causes"	"D"	10	23503	Unreliable	0.00%
	"Morgan County, TN"	"47129"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	257	23503	1093.48	0.00%
	"Obion County, TN"	"47131"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	421	31147	1351.66	0.01%
	"Obion County, TN"	"47131"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	396	29189	1356.68	0.01%
	"Overton County, TN"	"47133"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	307	22318	1375.57	0.01%
	"Overton County, TN"	"47133"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	326	21991	1482.42	0.01%
	"Perry County, TN"	"47135"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	108	8006	1348.99	0.00%
	"Perry County, TN"	"47135"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	138	8134	1696.58	0.00%
	"Pickett County, TN"	"47137"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	72	5079	1417.60	0.00%
	"Pickett County, TN"	"47137"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	90	5051	1781.83	0.00%
	"Polk County, TN"	"47139"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	229	17081	1340.67	0.00%
	"Polk County, TN"	"47139"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	261	16649	1567.66	0.00%
	"Putnam County, TN"	"47141"	"Female"	"F"	"Drug-induced causes"	"D"	19	79998	Unreliable	0.00%
	"Putnam County, TN"	"47141"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	789	79998	986.27	0.01%
	"Putnam County, TN"	"47141"	"Male"	"M"	"Drug-induced causes"	"D"	16	79090	Unreliable	0.00%
	"Putnam County, TN"	"47141"	"Male"	"M"	"Alcohol-induced causes"	"A"	23	79090	29.08	0.00%
	"Putnam County, TN"	"47141"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	839	79090	1060.82	0.01%
	"Rhea County, TN"	"47143"	"Female"	"F"	"Drug-induced causes"	"D"	11	33344	Unreliable	0.00%
	"Rhea County, TN"	"47143"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	402	33344	1205.61	0.01%
	"Rhea County, TN"	"47143"	"Male"	"M"	"Drug-induced causes"	"D"	13	32867	Unreliable	0.00%
	"Rhea County, TN"	"47143"	"Male"	"M"	"Alcohol-induced causes"	"A"	11	32867	Unreliable	0.00%
	"Rhea County, TN"	"47143"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	424	32867	1290.05	0.01%
	"Roane County, TN"	"47145"	"Female"	"F"	"Drug-induced causes"	"D"	27	54373	49.66	0.00%
	"Roane County, TN"	"47145"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	760	54373	1397.75	0.01%
	"Roane County, TN"	"47145"	"Male"	"M"	"Drug-induced causes"	"D"	21	52149	40.27	0.00%
	"Roane County, TN"	"47145"	"Male"	"M"	"Alcohol-induced causes"	"A"	15	52149	Unreliable	0.00%
	"Roane County, TN"	"47145"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	774	52149	1484.21	0.01%
	"Robertson County, TN"	"47147"	"Female"	"F"	"Drug-induced causes"	"D"	18	72289	Unreliable	0.00%
	"Robertson County, TN"	"47147"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	627	72289	867.35	0.01%
	"Robertson County, TN"	"47147"	"Male"	"M"	"Drug-induced causes"	"D"	24	70536	34.03	0.00%
	"Robertson County, TN"	"47147"	"Male"	"M"	"Alcohol-induced causes"	"A"	16	70536	Unreliable	0.00%
	"Robertson County, TN"	"47147"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	714	70536	1012.25	0.01%
	"Rutherford County, TN"	"47149"	"Female"	"F"	"Drug-induced causes"	"D"	63	334007	18.86	0.00%
	"Rutherford County, TN"	"47149"	"Female"	"F"	"Alcohol-induced causes"	"A"	18	334007	Unreliable	0.00%
	"Rutherford County, TN"	"47149"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1998	334007	598.19	0.04%
	"Rutherford County, TN"	"47149"	"Male"	"M"	"Drug-induced causes"	"D"	126	323168	38.99	0.00%
	"Rutherford County, TN"	"47149"	"Male"	"M"	"Alcohol-induced causes"	"A"	58	323168	17.95	0.00%
	"Rutherford County, TN"	"47149"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	2095	323168	648.27	0.04%
	"Scott County, TN"	"47151"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	260	22449	1158.18	0.00%
	"Scott County, TN"	"47151"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	289	21658	1334.38	0.01%
	"Sequatchie County, TN"	"47153"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	151	15097	1000.20	0.00%
	"Sequatchie County, TN"	"47153"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	167	14805	1128.00	0.00%
	"Sevier County, TN"	"47155"	"Female"	"F"	"Drug-induced causes"	"D"	31	99970	31.01	0.00%
	"Sevier County, TN"	"47155"	"Female"	"F"	"Alcohol-induced causes"	"A"	10	99970	Unreliable	0.00%
	"Sevier County, TN"	"47155"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1088	99970	1088.33	0.02%
	"Sevier County, TN"	"47155"	"Male"	"M"	"Drug-induced causes"	"D"	56	96172	58.23	0.00%
